Trabajador;Cédula;Fecha;Entrada;Salida;Minutos Tarde;Observación
Harrison Rengifo;95022385;2025-01-31;08:01;16:05;31;Tarde
Cristian Sierra;95120122;2025-03-30;07:51;15:38;21;Tarde
Laura Gomez;14165720;2025-08-16;08:20;15:57;50;Tarde
Sebastian Garcia;88750573;2025-06-30;07:38;15:59;8;Tarde
Maria Sanchez;48432374;2025-02-24;08:30;16:44;60;Tarde
Laura Gomez;94898684;2025-06-23;07:53;15:52;23;Tarde
Maria Sanchez;93779249;2025-07-28;07:55;16:20;25;Tarde
Samuel Bernal;19100831;2025-07-23;08:05;16:17;35;Tarde
Ana Torres;29261834;2025-06-03;07:51;16:18;21;Tarde
Harrison Rengifo;73702090;2025-02-08;08:06;15:38;36;Tarde
Harrison Rengifo;76933659;2025-07-07;08:15;15:53;45;Tarde
Ana Torres;31121510;2025-05-11;07:45;15:27;15;Tarde
David Morales;80440117;2025-06-12;08:18;16:09;48;Tarde
Samuel Bernal;90317024;2025-05-27;07:33;15:31;3;Tarde
Santiago Puerta;20943480;2025-03-08;07:57;16:26;27;Tarde
Sebastian Garcia;61717870;2025-03-07;07:32;15:23;2;Tarde
David Morales;18598586;2025-06-09;07:42;15:51;12;Tarde
Cristian Sierra;39019477;2025-07-12;08:30;16:47;60;Tarde
Harrison Rengifo;45356194;2025-04-25;07:57;16:23;27;Tarde
Sebastian Garcia;40272927;2025-02-01;08:27;16:52;57;Tarde
Carlos Perez;82644208;2025-04-26;07:44;15:14;14;Tarde
Carlos Perez;29787374;2025-08-26;08:16;16:08;46;Tarde
Ana Torres;42672496;2025-06-25;08:05;15:52;35;Tarde
Cristian Sierra;53646915;2025-07-13;08:25;16:00;55;Tarde
David Morales;55515353;2025-06-27;07:44;15:23;14;Tarde
Carlos Perez;17119620;2025-06-11;08:18;16:10;48;Tarde
Maria Sanchez;40268592;2025-05-14;08:03;16:24;33;Tarde
Cristian Sierra;37879365;2025-05-04;08:01;15:31;31;Tarde
David Morales;55638847;2025-01-03;07:31;15:15;1;Tarde
Laura Gomez;82715680;2025-05-09;07:38;15:34;8;Tarde
Sebastian Garcia;88245719;2025-06-03;07:53;16:21;23;Tarde
Cristian Sierra;71079246;2025-02-17;08:06;15:52;36;Tarde
Sebastian Garcia;98539212;2025-04-18;08:17;16:21;47;Tarde
Laura Gomez;37530710;2025-01-29;08:20;16:26;50;Tarde
Harrison Rengifo;89153004;2025-07-08;08:10;16:08;40;Tarde
Carlos Perez;80074060;2025-06-25;07:58;16:02;28;Tarde
Carlos Perez;72133189;2025-05-24;07:50;15:27;20;Tarde
Santiago Puerta;28550001;2025-03-25;07:32;15:28;2;Tarde
Ana Torres;70353216;2025-02-21;08:08;15:57;38;Tarde
Samuel Bernal;70959499;2025-02-07;07:52;16:16;22;Tarde
Laura Gomez;86618146;2025-06-06;08:27;16:47;57;Tarde
Ana Torres;51389993;2025-08-29;07:44;15:15;14;Tarde
Harrison Rengifo;35544316;2025-04-23;08:30;16:18;60;Tarde
David Morales;82034191;2025-06-24;07:40;15:55;10;Tarde
Ana Torres;58540718;2025-02-20;08:05;16:07;35;Tarde
Maria Sanchez;44699460;2025-08-22;07:47;15:25;17;Tarde
Samuel Bernal;56418962;2025-04-26;08:02;16:05;32;Tarde
David Morales;39842695;2025-03-07;08:00;16:15;30;Tarde
Sebastian Garcia;81959018;2025-03-23;07:47;16:12;17;Tarde
Laura Gomez;19833539;2025-03-17;08:04;15:47;34;Tarde
Harrison Rengifo;57917167;2025-06-28;07:58;15:44;28;Tarde
Harrison Rengifo;47004571;2025-02-02;08:21;16:42;51;Tarde
Harrison Rengifo;46353319;2025-01-03;08:02;16:03;32;Tarde
Harrison Rengifo;70063131;2025-02-02;07:42;16:05;12;Tarde
Santiago Puerta;59872173;2025-07-02;07:48;15:37;18;Tarde
Maria Sanchez;47121078;2025-08-25;07:38;15:17;8;Tarde
Maria Sanchez;15595053;2025-02-05;07:54;16:09;24;Tarde
Maria Sanchez;46322322;2025-01-26;08:29;16:19;59;Tarde
Samuel Bernal;50658922;2025-07-11;08:19;16:32;49;Tarde
Ana Torres;25469635;2025-04-13;08:12;16:28;42;Tarde
Maria Sanchez;36661088;2025-01-21;07:31;15:30;1;Tarde
Cristian Sierra;20650446;2025-02-08;08:17;15:49;47;Tarde
Ana Torres;10678264;2025-05-24;08:21;16:20;51;Tarde
Laura Gomez;39375451;2025-04-19;07:31;15:02;1;Tarde
David Morales;81359885;2025-06-05;08:17;16:13;47;Tarde
Laura Gomez;81512956;2025-08-27;07:34;16:00;4;Tarde
Santiago Puerta;37748302;2025-03-27;08:01;16:10;31;Tarde
Ana Torres;57777077;2025-07-07;08:13;16:10;43;Tarde
Santiago Puerta;23183877;2025-07-01;08:14;16:44;44;Tarde
Samuel Bernal;11220844;2025-05-19;08:28;16:57;58;Tarde
Sebastian Garcia;22452966;2025-03-08;08:01;16:15;31;Tarde
Carlos Perez;97296492;2025-06-11;07:55;16:20;25;Tarde
Sebastian Garcia;17080378;2025-03-23;07:46;16:16;16;Tarde
Samuel Bernal;30849009;2025-03-08;07:33;15:39;3;Tarde
Maria Sanchez;59873807;2025-02-07;07:34;16:02;4;Tarde
Maria Sanchez;32699450;2025-04-11;07:53;16:00;23;Tarde
David Morales;36058298;2025-08-10;07:49;16:08;19;Tarde
Samuel Bernal;93064038;2025-05-04;07:52;16:15;22;Tarde
Harrison Rengifo;64286983;2025-04-07;07:54;15:37;24;Tarde
Maria Sanchez;60297787;2025-04-12;08:10;16:22;40;Tarde
Cristian Sierra;94277889;2025-03-10;08:30;16:07;60;Tarde
Carlos Perez;93661894;2025-06-27;08:20;16:30;50;Tarde
Santiago Puerta;58904129;2025-05-31;07:37;15:07;7;Tarde
Ana Torres;29890020;2025-02-25;08:22;16:23;52;Tarde
Sebastian Garcia;80994218;2025-05-02;08:04;15:54;34;Tarde
Santiago Puerta;29721782;2025-08-04;07:36;15:42;6;Tarde
David Morales;98917815;2025-05-04;08:17;15:59;47;Tarde
Carlos Perez;14358387;2025-06-08;08:23;16:02;53;Tarde
Maria Sanchez;98804836;2025-01-30;07:56;15:36;26;Tarde
Laura Gomez;98279694;2025-03-19;08:01;15:52;31;Tarde
Maria Sanchez;43112441;2025-07-16;08:24;15:59;54;Tarde
Maria Sanchez;10583835;2025-05-09;07:39;15:49;9;Tarde
Cristian Sierra;78700729;2025-02-21;08:26;16:43;56;Tarde
Carlos Perez;64005903;2025-08-29;07:51;15:50;21;Tarde
Laura Gomez;40301633;2025-01-12;07:40;15:37;10;Tarde
Sebastian Garcia;97518091;2025-08-27;07:52;15:38;22;Tarde
Carlos Perez;27786632;2025-06-08;08:18;16:31;48;Tarde
Carlos Perez;18218674;2025-03-29;07:50;16:01;20;Tarde
Sebastian Garcia;96321470;2025-05-15;07:44;16:09;14;Tarde
Carlos Perez;71959665;2025-08-22;07:35;15:07;5;Tarde
Ana Torres;26633330;2025-02-27;08:30;16:30;60;Tarde
Laura Gomez;74945719;2025-01-17;07:34;16:04;4;Tarde
David Morales;81483468;2025-08-15;08:00;16:29;30;Tarde
Santiago Puerta;64060677;2025-02-09;07:37;15:58;7;Tarde
Maria Sanchez;38611897;2025-01-07;08:25;16:42;55;Tarde
Samuel Bernal;28909553;2025-01-12;07:52;16:13;22;Tarde
Maria Sanchez;43204057;2025-07-02;08:14;16:28;44;Tarde
Harrison Rengifo;15933561;2025-04-15;07:45;15:47;15;Tarde
David Morales;77273785;2025-08-06;07:31;15:08;1;Tarde
Maria Sanchez;15156837;2025-04-05;08:12;15:53;42;Tarde
Cristian Sierra;49104743;2025-03-22;08:26;16:30;56;Tarde
David Morales;74104413;2025-02-22;07:42;15:55;12;Tarde
Sebastian Garcia;48677150;2025-02-01;07:38;15:21;8;Tarde
Santiago Puerta;19913796;2025-04-25;08:24;16:47;54;Tarde
Harrison Rengifo;40710247;2025-07-17;08:06;15:57;36;Tarde
David Morales;39602612;2025-04-17;07:36;15:18;6;Tarde
Harrison Rengifo;89503178;2025-04-09;07:54;16:13;24;Tarde
Cristian Sierra;64400391;2025-03-31;08:24;16:28;54;Tarde
Sebastian Garcia;68572503;2025-06-17;08:20;16:17;50;Tarde
Samuel Bernal;23777925;2025-04-17;07:37;15:12;7;Tarde
Samuel Bernal;48016179;2025-07-20;08:15;16:43;45;Tarde
Laura Gomez;20268091;2025-08-04;07:47;15:42;17;Tarde
Samuel Bernal;72283464;2025-04-03;07:35;15:38;5;Tarde
Ana Torres;17940703;2025-05-28;08:19;16:00;49;Tarde
Harrison Rengifo;27050626;2025-04-30;07:32;15:22;2;Tarde
Cristian Sierra;32562267;2025-03-18;08:27;16:18;57;Tarde
Carlos Perez;30860610;2025-03-15;07:57;16:06;27;Tarde
Laura Gomez;28237030;2025-02-23;08:04;15:57;34;Tarde
David Morales;81173983;2025-03-18;08:24;16:39;54;Tarde
Santiago Puerta;44266895;2025-08-21;08:22;16:38;52;Tarde
Santiago Puerta;45493571;2025-01-28;08:23;16:23;53;Tarde
Ana Torres;41230894;2025-08-12;07:33;15:30;3;Tarde
Ana Torres;56492746;2025-08-11;08:07;16:15;37;Tarde
Laura Gomez;75571301;2025-06-07;08:30;16:30;60;Tarde
David Morales;20788082;2025-05-21;08:18;16:12;48;Tarde
Maria Sanchez;80215512;2025-06-22;07:55;15:55;25;Tarde
Carlos Perez;96400166;2025-05-25;07:32;15:16;2;Tarde
Ana Torres;35515903;2025-06-26;08:02;16:20;32;Tarde
Santiago Puerta;30589234;2025-05-11;07:42;15:33;12;Tarde
Ana Torres;86354001;2025-08-18;07:34;15:20;4;Tarde
Ana Torres;61926775;2025-02-23;07:38;15:17;8;Tarde
Laura Gomez;35944980;2025-02-14;07:38;15:13;8;Tarde
Cristian Sierra;44680132;2025-01-04;08:24;16:50;54;Tarde
Harrison Rengifo;85695085;2025-02-07;08:17;16:02;47;Tarde
David Morales;19091224;2025-03-04;08:15;16:40;45;Tarde
Samuel Bernal;12290509;2025-07-25;08:19;16:49;49;Tarde
Samuel Bernal;68064402;2025-07-25;07:40;15:39;10;Tarde
Maria Sanchez;85733571;2025-02-24;07:57;16:00;27;Tarde
Maria Sanchez;52901498;2025-01-01;07:45;16:13;15;Tarde
Laura Gomez;22069338;2025-01-06;08:04;16:02;34;Tarde
Harrison Rengifo;22295108;2025-03-14;07:45;15:26;15;Tarde
Sebastian Garcia;38176976;2025-08-25;08:12;16:36;42;Tarde
Santiago Puerta;98808606;2025-04-11;07:43;15:32;13;Tarde
Santiago Puerta;20831675;2025-03-02;08:12;16:00;42;Tarde
Sebastian Garcia;41498266;2025-04-30;08:15;15:59;45;Tarde
Harrison Rengifo;57353181;2025-01-22;07:55;16:12;25;Tarde
Laura Gomez;33688733;2025-08-11;07:46;16:03;16;Tarde
Laura Gomez;33616527;2025-03-23;08:16;15:50;46;Tarde
Samuel Bernal;23743036;2025-02-23;07:35;15:48;5;Tarde
Maria Sanchez;66845567;2025-03-30;07:59;15:43;29;Tarde
David Morales;72829977;2025-01-19;08:20;16:45;50;Tarde
Samuel Bernal;38954543;2025-01-17;07:48;15:18;18;Tarde
David Morales;51461805;2025-06-20;07:46;15:43;16;Tarde
Santiago Puerta;76358937;2025-06-06;07:45;15:50;15;Tarde
Harrison Rengifo;76271643;2025-05-04;08:15;16:10;45;Tarde
Harrison Rengifo;37199781;2025-06-11;07:34;16:03;4;Tarde
Carlos Perez;68004644;2025-03-30;07:34;15:40;4;Tarde
Santiago Puerta;96938138;2025-07-03;07:33;16:03;3;Tarde
Maria Sanchez;24044248;2025-04-14;07:55;16:09;25;Tarde
Maria Sanchez;19011337;2025-02-27;08:25;16:38;55;Tarde
Carlos Perez;23873857;2025-06-14;08:13;15:43;43;Tarde
Harrison Rengifo;17717880;2025-06-03;08:02;15:46;32;Tarde
Carlos Perez;85732718;2025-01-30;08:20;15:53;50;Tarde
Cristian Sierra;47214394;2025-08-17;08:03;16:19;33;Tarde
Ana Torres;33128736;2025-01-25;07:50;16:15;20;Tarde
Laura Gomez;20321382;2025-04-14;07:44;15:46;14;Tarde
Samuel Bernal;70286710;2025-02-21;08:05;15:59;35;Tarde
Maria Sanchez;48598165;2025-06-17;07:46;16:09;16;Tarde
Sebastian Garcia;37722844;2025-07-01;07:50;16:15;20;Tarde
Laura Gomez;66280413;2025-03-06;07:58;15:48;28;Tarde
Sebastian Garcia;81824868;2025-01-19;08:24;15:56;54;Tarde
Carlos Perez;82157268;2025-01-11;07:35;15:27;5;Tarde
Maria Sanchez;90657666;2025-03-18;07:44;15:29;14;Tarde
David Morales;33768293;2025-05-22;07:59;15:50;29;Tarde
Laura Gomez;53921816;2025-07-11;08:00;15:49;30;Tarde
Samuel Bernal;42345493;2025-03-01;08:24;16:08;54;Tarde
Carlos Perez;44665288;2025-01-03;08:10;16:16;40;Tarde
Samuel Bernal;48907777;2025-08-16;08:29;16:42;59;Tarde
Ana Torres;81135598;2025-08-26;08:01;15:31;31;Tarde
Sebastian Garcia;98737945;2025-05-09;08:20;16:26;50;Tarde
Laura Gomez;96887524;2025-08-26;07:49;15:34;19;Tarde
Harrison Rengifo;83682161;2025-05-30;07:59;15:55;29;Tarde
Harrison Rengifo;78445492;2025-02-16;07:53;15:39;23;Tarde
Maria Sanchez;54917702;2025-02-14;08:26;16:28;56;Tarde
Harrison Rengifo;32553403;2025-05-31;08:18;16:43;48;Tarde
Laura Gomez;14487564;2025-04-01;08:24;16:28;54;Tarde
Samuel Bernal;15659025;2025-07-18;08:24;16:10;54;Tarde
Harrison Rengifo;29569195;2025-08-10;08:16;15:52;46;Tarde
Carlos Perez;20369566;2025-03-05;07:36;15:34;6;Tarde
Laura Gomez;85813304;2025-01-07;07:46;15:28;16;Tarde
Laura Gomez;70968432;2025-08-12;08:17;16:17;47;Tarde
Cristian Sierra;51473425;2025-07-05;07:35;15:39;5;Tarde
Samuel Bernal;51111805;2025-07-24;08:24;16:47;54;Tarde
Harrison Rengifo;11091364;2025-06-13;08:11;15:57;41;Tarde
Ana Torres;55559957;2025-07-29;08:04;16:34;34;Tarde
Santiago Puerta;81710396;2025-01-28;08:25;16:19;55;Tarde
Samuel Bernal;25500598;2025-02-07;07:32;15:39;2;Tarde
Santiago Puerta;16599258;2025-04-07;07:30;15:29;0;-
David Morales;81427011;2025-02-22;08:04;16:14;34;Tarde
Cristian Sierra;32873272;2025-03-07;07:54;16:15;24;Tarde
Maria Sanchez;37498323;2025-01-19;07:33;15:08;3;Tarde
Laura Gomez;89583642;2025-08-08;08:26;16:16;56;Tarde
Harrison Rengifo;52772645;2025-03-17;08:04;16:12;34;Tarde
Santiago Puerta;82061634;2025-06-17;07:44;15:20;14;Tarde
Laura Gomez;71914543;2025-03-29;07:34;15:13;4;Tarde
David Morales;36848401;2025-04-27;07:56;16:17;26;Tarde
Ana Torres;81266094;2025-02-17;08:27;16:07;57;Tarde
Ana Torres;58529274;2025-04-19;07:39;15:33;9;Tarde
Samuel Bernal;70364403;2025-04-08;08:27;16:32;57;Tarde
Laura Gomez;99671303;2025-07-24;07:51;16:17;21;Tarde
Ana Torres;83429595;2025-07-07;07:35;15:26;5;Tarde
Ana Torres;94485639;2025-06-04;07:49;15:38;19;Tarde
Harrison Rengifo;43751546;2025-08-23;07:41;15:22;11;Tarde
David Morales;86638457;2025-01-21;07:47;16:15;17;Tarde
David Morales;61500675;2025-04-30;07:30;15:49;0;-
Ana Torres;38032705;2025-07-25;08:11;15:52;41;Tarde
Laura Gomez;95346489;2025-07-19;08:29;16:42;59;Tarde
David Morales;70836411;2025-01-13;07:56;16:18;26;Tarde
Santiago Puerta;60436453;2025-02-23;08:01;16:28;31;Tarde
Sebastian Garcia;15465811;2025-07-17;08:08;16:22;38;Tarde
Santiago Puerta;32926191;2025-02-22;07:40;15:20;10;Tarde
Sebastian Garcia;35516239;2025-06-04;07:31;15:09;1;Tarde
David Morales;19111578;2025-05-14;07:46;15:23;16;Tarde
David Morales;59291512;2025-04-04;08:29;16:41;59;Tarde
Maria Sanchez;49425269;2025-07-01;08:17;16:11;47;Tarde
Sebastian Garcia;43842937;2025-05-13;08:06;16:31;36;Tarde
Sebastian Garcia;35612440;2025-06-15;07:46;16:16;16;Tarde
Ana Torres;66861410;2025-05-07;07:51;16:17;21;Tarde
David Morales;31909315;2025-04-01;08:06;16:06;36;Tarde
Cristian Sierra;30386768;2025-03-26;08:10;16:10;40;Tarde
Laura Gomez;30448833;2025-05-30;07:35;15:42;5;Tarde
Sebastian Garcia;50722670;2025-08-09;08:25;16:07;55;Tarde
Santiago Puerta;65942777;2025-07-15;07:43;15:46;13;Tarde
Sebastian Garcia;37426177;2025-08-09;08:17;16:21;47;Tarde
David Morales;69664897;2025-05-01;08:14;16:03;44;Tarde
Maria Sanchez;87119189;2025-02-03;08:17;15:48;47;Tarde
Sebastian Garcia;16621911;2025-07-16;07:54;16:16;24;Tarde
Sebastian Garcia;49795467;2025-02-03;07:53;16:16;23;Tarde
Ana Torres;89462033;2025-03-01;08:04;16:30;34;Tarde
Laura Gomez;38681219;2025-02-15;08:13;16:33;43;Tarde
Sebastian Garcia;93199055;2025-06-21;08:14;15:57;44;Tarde
Sebastian Garcia;94066086;2025-03-15;07:44;15:25;14;Tarde
Cristian Sierra;39663503;2025-07-22;08:22;16:36;52;Tarde
Sebastian Garcia;14664133;2025-06-21;07:53;16:14;23;Tarde
Laura Gomez;31295894;2025-01-02;07:57;15:58;27;Tarde
Sebastian Garcia;33311671;2025-03-06;08:27;16:27;57;Tarde
Laura Gomez;81058088;2025-04-13;07:45;16:03;15;Tarde
David Morales;40661113;2025-06-30;08:14;16:21;44;Tarde
Sebastian Garcia;15057821;2025-06-08;07:46;15:35;16;Tarde
Santiago Puerta;57341036;2025-08-04;08:01;15:31;31;Tarde
Harrison Rengifo;77957188;2025-07-11;08:02;16:02;32;Tarde
Laura Gomez;23222754;2025-08-03;08:10;15:57;40;Tarde
Ana Torres;30597457;2025-06-04;08:30;16:03;60;Tarde
Sebastian Garcia;83368858;2025-02-19;07:34;15:14;4;Tarde
Laura Gomez;96355525;2025-04-12;08:13;15:50;43;Tarde
Laura Gomez;53699455;2025-05-26;07:51;15:43;21;Tarde
David Morales;28294453;2025-03-15;08:03;16:02;33;Tarde
Carlos Perez;22455980;2025-03-11;07:37;15:55;7;Tarde
Santiago Puerta;16470682;2025-07-28;07:53;15:46;23;Tarde
Carlos Perez;47191231;2025-02-26;07:44;15:26;14;Tarde
David Morales;13915578;2025-06-22;08:04;15:50;34;Tarde
Maria Sanchez;93611981;2025-03-04;07:40;15:53;10;Tarde
Samuel Bernal;25747931;2025-07-22;07:44;15:56;14;Tarde
Samuel Bernal;26105210;2025-01-31;07:46;15:38;16;Tarde
Ana Torres;77477707;2025-01-26;07:51;15:30;21;Tarde
Cristian Sierra;31139850;2025-02-05;08:19;16:48;49;Tarde
Carlos Perez;78547956;2025-03-05;07:40;15:41;10;Tarde
Sebastian Garcia;99860318;2025-05-05;08:04;16:32;34;Tarde
Samuel Bernal;73588212;2025-03-21;07:34;15:44;4;Tarde
Sebastian Garcia;85149372;2025-04-15;08:28;16:45;58;Tarde
Ana Torres;81929334;2025-08-03;08:11;15:41;41;Tarde
Samuel Bernal;96883072;2025-04-09;08:02;16:18;32;Tarde
Ana Torres;10283300;2025-07-22;08:04;16:10;34;Tarde
Santiago Puerta;35821434;2025-04-06;07:33;15:03;3;Tarde
Laura Gomez;67431288;2025-07-28;08:01;16:16;31;Tarde
Maria Sanchez;17446242;2025-05-01;08:00;15:45;30;Tarde
Samuel Bernal;69936260;2025-07-08;08:22;16:26;52;Tarde
Maria Sanchez;43550693;2025-05-20;08:08;16:00;38;Tarde
Santiago Puerta;63933274;2025-08-06;08:13;16:04;43;Tarde
Harrison Rengifo;86619837;2025-03-19;07:47;15:24;17;Tarde
Sebastian Garcia;23041530;2025-01-01;07:59;16:06;29;Tarde
Carlos Perez;96552244;2025-05-21;08:28;16:53;58;Tarde
David Morales;24153852;2025-08-13;07:53;15:40;23;Tarde
Samuel Bernal;53494435;2025-08-10;08:00;15:39;30;Tarde
Ana Torres;61506103;2025-07-31;08:09;15:46;39;Tarde
Maria Sanchez;42400617;2025-01-15;08:17;16:00;47;Tarde
Santiago Puerta;47824944;2025-06-16;08:06;16:03;36;Tarde
Maria Sanchez;40428446;2025-02-05;07:43;15:15;13;Tarde
Samuel Bernal;51585765;2025-08-22;07:41;15:42;11;Tarde
Ana Torres;70915713;2025-05-07;08:29;16:44;59;Tarde
Harrison Rengifo;44963469;2025-06-30;07:38;15:41;8;Tarde
Maria Sanchez;54934869;2025-03-15;08:19;16:14;49;Tarde
Sebastian Garcia;88721859;2025-05-09;07:31;15:27;1;Tarde
Santiago Puerta;36740052;2025-01-22;07:38;15:22;8;Tarde
Samuel Bernal;36091158;2025-06-16;08:27;15:58;57;Tarde
Samuel Bernal;95286792;2025-07-04;07:55;16:23;25;Tarde
Santiago Puerta;52414974;2025-02-10;07:59;15:45;29;Tarde
David Morales;45688586;2025-05-16;07:37;15:51;7;Tarde
David Morales;17144108;2025-08-23;08:25;16:05;55;Tarde
Carlos Perez;18816037;2025-04-24;07:51;15:40;21;Tarde
Ana Torres;54548501;2025-03-26;08:27;16:57;57;Tarde
Carlos Perez;95884283;2025-07-02;07:54;16:11;24;Tarde
Laura Gomez;43948672;2025-05-14;07:50;15:40;20;Tarde
Cristian Sierra;90839502;2025-07-08;07:55;16:04;25;Tarde
Harrison Rengifo;71971368;2025-04-08;07:51;15:52;21;Tarde
Santiago Puerta;13269461;2025-06-16;08:24;16:37;54;Tarde
Harrison Rengifo;86539615;2025-05-06;08:19;16:02;49;Tarde
Sebastian Garcia;20374841;2025-04-30;07:36;15:45;6;Tarde
Maria Sanchez;43139221;2025-05-15;07:30;15:26;0;-
Maria Sanchez;98177535;2025-02-02;07:56;16:20;26;Tarde
Harrison Rengifo;10844509;2025-05-21;08:12;16:10;42;Tarde
Cristian Sierra;90181187;2025-01-16;07:32;15:40;2;Tarde
David Morales;77012124;2025-06-08;08:19;16:49;49;Tarde
Ana Torres;66329493;2025-08-17;07:54;16:22;24;Tarde
Cristian Sierra;24201704;2025-06-11;07:30;15:14;0;-
Maria Sanchez;93127279;2025-06-22;08:23;16:14;53;Tarde
Harrison Rengifo;64267182;2025-08-13;08:25;16:40;55;Tarde
Santiago Puerta;25361106;2025-06-19;07:41;15:39;11;Tarde
Samuel Bernal;19105336;2025-02-21;08:29;16:44;59;Tarde
Ana Torres;31927800;2025-04-10;08:20;16:14;50;Tarde
Maria Sanchez;49892435;2025-01-29;07:33;15:56;3;Tarde
Santiago Puerta;50728310;2025-02-01;08:22;16:50;52;Tarde
Samuel Bernal;58625434;2025-03-03;08:04;16:26;34;Tarde
Laura Gomez;93716372;2025-08-05;08:13;15:56;43;Tarde
Maria Sanchez;73880506;2025-05-20;07:54;15:27;24;Tarde
Samuel Bernal;75619731;2025-02-06;07:38;15:54;8;Tarde
Harrison Rengifo;58940809;2025-06-27;07:51;15:43;21;Tarde
Ana Torres;90272725;2025-04-06;07:33;15:37;3;Tarde
Laura Gomez;20647620;2025-05-18;08:22;16:29;52;Tarde
Cristian Sierra;73174046;2025-07-07;07:54;15:51;24;Tarde
Maria Sanchez;13371053;2025-06-03;08:21;16:27;51;Tarde
Carlos Perez;13160108;2025-08-14;07:54;15:26;24;Tarde
Maria Sanchez;75030692;2025-05-15;08:07;15:37;37;Tarde
Maria Sanchez;62984391;2025-02-11;08:30;16:05;60;Tarde
Santiago Puerta;16920850;2025-01-15;08:14;16:44;44;Tarde
Laura Gomez;54975363;2025-02-16;07:45;15:35;15;Tarde
Cristian Sierra;77565633;2025-05-19;07:56;16:06;26;Tarde
Ana Torres;51025792;2025-08-28;07:43;15:35;13;Tarde
Ana Torres;76877438;2025-07-28;07:52;15:30;22;Tarde
Maria Sanchez;27970115;2025-01-10;08:24;16:07;54;Tarde
Carlos Perez;49536446;2025-02-20;08:17;16:33;47;Tarde
Sebastian Garcia;12293946;2025-01-08;08:26;16:41;56;Tarde
Maria Sanchez;66427578;2025-08-16;08:06;15:55;36;Tarde
Laura Gomez;23273924;2025-08-24;08:17;15:57;47;Tarde
Samuel Bernal;14193180;2025-05-20;08:13;16:16;43;Tarde
Harrison Rengifo;38153686;2025-04-15;07:34;15:38;4;Tarde
Cristian Sierra;13745851;2025-05-01;07:37;15:57;7;Tarde
Maria Sanchez;18926653;2025-05-06;08:08;16:09;38;Tarde
Sebastian Garcia;74281786;2025-03-06;08:02;16:27;32;Tarde
Laura Gomez;56360845;2025-04-16;07:41;15:46;11;Tarde
Sebastian Garcia;64976671;2025-06-30;08:16;16:38;46;Tarde
David Morales;45872165;2025-06-06;08:26;16:36;56;Tarde
Santiago Puerta;37587359;2025-07-12;08:30;17:00;60;Tarde
Maria Sanchez;72716752;2025-07-02;07:32;15:59;2;Tarde
Maria Sanchez;64077293;2025-02-11;07:34;15:13;4;Tarde
Maria Sanchez;71220006;2025-02-21;07:44;16:12;14;Tarde
Harrison Rengifo;41569146;2025-05-31;07:55;16:01;25;Tarde
Laura Gomez;33856907;2025-02-04;08:07;16:21;37;Tarde
Carlos Perez;74742929;2025-02-27;07:45;16:04;15;Tarde
Carlos Perez;82297654;2025-08-09;08:09;16:29;39;Tarde
David Morales;72219910;2025-04-29;07:53;16:19;23;Tarde
Sebastian Garcia;48870937;2025-05-27;08:03;15:52;33;Tarde
Santiago Puerta;74449370;2025-01-01;07:44;15:40;14;Tarde
Laura Gomez;59098401;2025-01-27;08:00;15:53;30;Tarde
Samuel Bernal;80493641;2025-08-10;08:15;15:47;45;Tarde
David Morales;41255982;2025-03-17;08:26;15:57;56;Tarde
David Morales;60686814;2025-06-21;07:47;15:23;17;Tarde
Carlos Perez;37713072;2025-01-17;07:35;15:13;5;Tarde
Cristian Sierra;66037456;2025-08-16;08:03;16:17;33;Tarde
David Morales;79388496;2025-06-25;08:28;16:45;58;Tarde
Samuel Bernal;68675951;2025-08-15;08:18;16:42;48;Tarde
Laura Gomez;41591835;2025-01-01;08:12;16:37;42;Tarde
Laura Gomez;54114779;2025-02-25;07:54;15:37;24;Tarde
Santiago Puerta;42970158;2025-06-29;08:20;16:24;50;Tarde
Sebastian Garcia;63483510;2025-05-09;07:37;15:07;7;Tarde
Sebastian Garcia;28160433;2025-07-25;08:21;15:54;51;Tarde
Sebastian Garcia;22263876;2025-03-21;08:22;16:43;52;Tarde
Harrison Rengifo;94220611;2025-08-14;07:56;15:54;26;Tarde
Ana Torres;10279910;2025-06-17;07:39;15:38;9;Tarde
Ana Torres;13297617;2025-08-20;07:46;15:59;16;Tarde
David Morales;93215398;2025-05-16;07:49;15:46;19;Tarde
Laura Gomez;25240898;2025-07-29;08:25;16:46;55;Tarde
Sebastian Garcia;11438108;2025-01-11;07:46;15:20;16;Tarde
Carlos Perez;60671599;2025-05-06;07:53;15:32;23;Tarde
Harrison Rengifo;11037839;2025-02-06;07:30;15:34;0;-
Harrison Rengifo;81835769;2025-07-20;07:44;15:33;14;Tarde
Laura Gomez;68586616;2025-05-27;08:23;15:55;53;Tarde
Santiago Puerta;23872268;2025-01-06;07:40;16:07;10;Tarde
Santiago Puerta;27736874;2025-06-29;07:31;15:08;1;Tarde
Santiago Puerta;32220309;2025-01-04;07:52;15:30;22;Tarde
Samuel Bernal;32299564;2025-04-28;07:57;16:25;27;Tarde
Carlos Perez;64718548;2025-07-06;07:57;15:33;27;Tarde
Samuel Bernal;43778026;2025-06-27;07:54;16:02;24;Tarde
Harrison Rengifo;15671864;2025-03-04;08:23;16:08;53;Tarde
David Morales;77281453;2025-03-31;08:15;15:47;45;Tarde
David Morales;93128505;2025-05-07;07:44;15:23;14;Tarde
